36	238	52
164	55	64
80	147	243
112	24	201
155	73	72
226	231	168
49	208	169
111	52	140
7	25	67
3	57	225
39	239	93
82	196	190
124	109	29
53	136	225
242	160	58
99	90	251
68	204	126
241	87	173
6	164	184
179	97	200
248	206	51
42	158	228
189	109	249
185	224	216
138	8	228
0	166	189
155	96	221
38	227	111
225	239	216
17	57	41
43	55	36
213	45	59
118	39	59
120	3	61
234	0	120
23	102	95
43	121	230
26	91	177
16	253	251
118	81	87
214	165	248
236	52	89
244	212	219
104	133	109
83	173	70
57	188	61
12	226	168
62	11	125
104	76	149
215	54	36
151	249	145
207	160	215
210	179	212
205	185	187
205	236	64
63	151	207
136	114	146
117	24	237
254	170	224
79	65	166
198	9	217
204	146	47
24	246	247
137	79	68
180	52	39
55	40	200
72	196	236
121	42	38
74	147	85
88	50	102
185	180	160
26	16	137
227	215	107
83	74	92
49	8	49
94	192	251
35	33	223
3	43	50
0	201	227
154	236	212
9	170	87
88	186	57
254	168	103
84	222	65
190	90	234
56	153	245
99	99	236
195	178	211
83	27	14
209	158	56
233	78	52
250	67	160
164	115	127
114	16	204
97	218	117
109	31	46
235	226	46
94	28	176
186	148	23
32	33	112
202	33	226
83	205	149
206	68	83
131	248	86
84	112	49
190	219	145
117	163	121
113	141	51
136	140	193
170	225	158
38	239	10
123	87	156
161	241	17
204	50	143
45	127	234
32	206	12
8	98	177
19	240	200
120	74	3
3	193	189
51	180	182
84	81	14
97	18	211
217	193	5
112	50	55
170	191	86
31	159	95
236	3	95
167	170	237
61	62	105
135	37	47
197	226	52
42	176	170
14	203	191
83	165	144
178	208	59
41	81	221
148	108	194
154	187	30
100	170	33
2	155	151
164	125	68
61	217	43
1	158	226
85	93	79
68	59	140
209	144	98
125	72	251
4	73	121
203	199	14
44	21	151
36	80	92
91	190	35
160	190	80
222	159	14
136	240	127
72	45	248
153	65	28
2	223	164
74	140	14
20	4	229
16	123	149
80	0	244
35	78	141
30	214	243
25	8	78
3	105	18
247	233	173
46	43	73
122	20	198
247	123	178
155	187	238
75	50	21
79	250	78
153	50	146
36	66	42
179	76	245
58	4	133
116	158	89
149	90	184
60	10	172
114	31	31
194	191	243
200	221	195
125	207	16
197	241	207
62	58	6
74	64	57
107	37	21
14	54	149
32	246	79
245	62	215
97	8	58
78	35	218
213	140	253
246	53	133
97	107	220
7	223	15
246	236	130
158	186	4
45	95	29
247	37	152
241	127	28
117	194	243
245	246	112
193	203	26
149	79	81
182	74	163
181	129	167
134	194	51
198	198	150
14	149	45
216	250	21
205	208	233
222	166	230
97	15	215
151	32	138
128	190	10
217	190	118
252	119	141
117	223	83
231	242	199
0	39	168
53	143	161
100	62	174
61	254	239
227	89	76
75	75	18
180	13	60
46	178	231
125	209	125
220	180	163
93	43	166
95	24	186
182	115	236
223	226	9
67	44	22
212	38	62
56	248	5
166	240	171
4	148	89
148	110	95
62	109	73
244	157	43
75	239	96
192	177	73
4	152	101
184	37	26
10	76	97
188	76	46
247	222	180
83	21	246
211	155	65
203	114	237
231	254	167
251	54	173
120	186	227
203	176	235
138	170	27
251	85	94
50	219	201
161	164	208
60	169	198
6	89	104
27	14	226
234	179	213
75	234	9
48	94	27
62	183	156
111	150	211
44	106	228
122	135	133
117	170	56
213	184	210
227	106	125
235	242	84
55	152	232
220	244	160
80	45	94
195	182	175
227	97	209
95	219	89
107	152	236
77	234	75
133	185	204
6	135	95
110	248	150
20	170	252
161	116	216
155	75	215
148	69	243
133	146	71
209	125	131
107	158	10
139	242	193
246	141	87
207	115	201
38	119	156
203	130	138
60	206	3
23	115	252
18	208	251
228	149	13
17	157	85
210	112	192
117	73	136
112	115	205
134	1	57
154	32	185
70	203	173
125	84	218
181	159	179
123	34	117
66	211	23
125	249	172
235	251	42
16	181	22
190	78	185
67	95	1
115	235	231
235	219	163
92	41	124
60	124	253
5	113	42
53	91	81
14	146	149
20	71	47
201	52	131
47	151	223
140	68	228
244	53	220
176	167	148
183	195	4
163	196	167
20	169	1
163	100	94
213	82	34
77	55	28
158	199	83
252	112	189
60	13	210
201	72	162
28	45	82
74	60	191
57	141	110
125	12	33
14	20	154
46	156	177
187	75	135
94	219	69
65	116	217
227	135	251
19	180	112
95	10	113
35	120	144
129	118	219
173	34	237
57	249	237
174	207	37
193	0	63
158	176	3
115	72	10
231	251	40
169	244	243
163	93	16
123	236	163
79	211	124
4	85	125
112	239	217
22	192	118
193	31	218
13	174	189
77	98	177
59	125	128
17	24	70
87	220	182
173	171	213
233	83	96
2	63	128
67	203	113
12	238	44
62	53	161
184	209	229
222	220	19
91	43	194
100	107	112
130	198	8
121	108	245
139	131	11
202	155	253
126	249	72
125	139	131
236	87	115
40	40	144
49	167	230
140	83	45
15	93	254
175	225	216
5	66	123
27	27	228
72	216	141
224	71	196
154	207	81
33	194	239
93	253	21
16	226	170
88	13	29
160	122	211
227	143	107
226	61	40
221	141	138
9	214	161
122	122	69
146	123	167
0	13	106
174	167	181
189	46	238
182	33	225
167	37	211
161	212	88
163	48	182
7	137	88
82	105	69
100	173	158
68	45	42
85	101	1
13	1	210
25	51	254
55	150	103
157	43	220
166	108	129
171	176	23
123	127	48
197	135	159
109	65	123
190	81	12
123	56	5
59	247	191
251	42	57
223	174	242
238	163	130
77	39	189
182	144	196
189	49	148
113	26	28
149	96	149
62	159	14
205	191	177
63	4	219
122	47	173
165	140	197
243	146	233
28	31	1
23	102	177
66	48	141
91	13	29
87	197	95
169	14	8
237	30	0
201	84	249
253	29	14
183	81	177
23	147	39
80	204	36
162	118	90
216	22	128
89	143	226
38	245	42
164	194	20
74	33	182
86	142	87
28	230	30
192	46	43
215	134	17
79	76	226
248	148	105
128	129	29
245	215	118
125	3	9
134	34	247
154	37	251
65	230	75
76	123	172
244	215	158
115	8	227
195	225	146
136	60	76
173	253	249
216	204	90
184	162	216
66	0	65
101	132	202
196	27	156
144	47	209
88	134	221
186	134	38
17	226	234
96	21	113
236	128	10
63	197	108
108	204	234
191	204	44
140	104	34
52	220	89
54	27	169
131	112	190
130	119	63
230	97	254
221	86	43
125	10	198
242	27	141
210	56	183
30	85	143
223	59	16
92	133	30
58	84	187
202	38	102
112	129	85
167	17	164
65	140	6
41	112	130
28	63	204
122	115	199
215	154	210
129	224	147
39	135	120
120	164	3
53	56	248
90	55	223
68	48	248
249	168	222
191	38	219
228	93	9
175	212	3
80	74	18
176	75	175
112	1	25
96	100	81
231	248	29
188	56	46
27	226	54
3	132	95
147	214	114
122	89	188
207	243	30
130	94	193
1	28	137
52	163	90
113	53	3
86	156	92
189	183	41
6	221	148
73	3	166
223	6	62
78	39	9
78	185	249
31	48	133
116	206	37
194	37	31
94	168	60
13	43	124
199	213	77
175	215	106
148	214	145
203	245	206
153	32	59
218	191	130
211	226	120
93	110	97
151	84	192
184	158	41
112	217	53
30	6	13
145	170	156
216	21	24
119	147	6
202	155	57
251	154	99
129	154	140
50	250	43
173	181	79
4	161	135
45	241	149
164	188	107
12	236	145
27	204	174
68	7	218
135	199	195
17	206	135
49	67	105
39	150	119
48	110	135
186	241	159
118	178	194
236	199	193
133	59	24
241	113	189
134	131	3
42	33	13
233	127	237
145	106	97
173	239	46
247	28	61
179	67	112
96	98	123
213	107	196
214	197	153
143	177	165
231	247	119
96	109	69
56	147	132
176	22	124
197	100	222
21	147	236
113	178	200
110	116	230
138	201	209
219	0	35
113	219	216
113	49	162
48	87	236
231	64	235
238	166	213
56	152	236
57	177	99
92	106	124
213	6	60
34	242	17
228	37	6
100	227	22
128	165	37
212	160	238
86	65	93
3	46	232
211	69	95
38	16	77
98	204	150
202	45	176
135	83	49
57	126	218
151	217	174
210	220	89
203	89	92
219	101	122
73	5	105
47	209	209
67	204	254
141	228	109
209	215	204
74	209	196
137	39	7
0	228	139
213	69	53
62	198	176
166	34	143
27	144	177
33	63	253
122	141	89
172	32	224
227	155	20
218	61	67
159	153	81
34	185	238
224	29	16
249	139	174
156	21	171
80	140	8
209	16	124
105	252	88
162	5	177
84	63	225
184	75	110
9	146	122
153	21	186
156	206	164
86	122	180
156	88	53
62	21	225
240	232	75
115	216	20
216	155	8
8	162	192
25	57	176
66	144	200
50	74	73
128	90	163
75	58	208
85	67	73
143	15	219
117	217	41
226	15	26
156	230	218
216	98	137
2	14	141
81	144	91
210	25	229
100	116	170
35	200	30
41	187	158
227	46	103
119	127	117
245	39	191
232	12	101
128	185	79
140	140	239
120	67	131
133	110	222
71	185	225
194	97	180
238	178	165
0	184	81
138	156	146
172	199	186
214	167	101
21	147	139
187	31	15
230	215	237
109	11	93
186	11	42
56	132	146
44	116	253
143	176	22
117	224	167
23	229	155
32	146	168
203	163	177
142	247	126
56	60	145
233	66	219
42	204	144
250	239	62
157	136	226
134	224	111
46	148	215
65	92	81
208	186	108
48	30	163
59	169	221
199	151	19
155	68	228
101	228	116
109	31	62
10	109	63
38	208	101
232	105	150
123	217	134
153	128	24
252	120	208
227	242	119
65	201	44
94	88	82
41	182	84
102	17	153
214	206	88
122	170	205
5	148	179
214	68	176
18	208	19
19	109	46
242	39	138
87	31	99
177	151	254
165	216	184
147	204	37
1	34	235
46	18	170
240	92	132
151	217	207
166	167	227
145	1	76
71	28	159
145	37	14
32	36	57
93	174	85
218	101	7
175	129	65
100	72	220
225	27	27
244	240	71
123	124	211
124	67	196
5	250	92
28	154	56
38	173	244
251	150	243
157	75	36
254	172	202
36	170	135
238	201	182
88	134	4
146	113	214
15	40	171
73	29	175
235	84	81
243	47	212
33	220	245
122	101	77
68	88	130
185	92	205
143	190	254
101	227	51
27	10	65
251	9	79
126	195	159
7	228	109
23	151	94
202	39	216
23	127	189
37	150	164
131	163	26
232	149	88
165	67	254
197	97	110
20	71	191
129	58	71
128	215	124
180	181	128
43	203	220
23	196	134
162	168	168
83	232	224
107	210	177
54	26	154
208	52	129
188	132	102
62	238	217
129	116	208
32	164	36
173	222	132
80	132	105
83	191	216
161	247	144
8	137	15
194	111	234
172	179	163
214	139	146
117	169	192
39	51	7
98	143	219
133	239	59
146	207	108
6	169	158
51	63	250
65	150	118
43	105	68
238	172	115
51	24	243
223	162	201
103	89	64
175	2	128
52	19	132
205	35	56
81	192	164
128	186	58
216	232	165
0	25	208
222	84	147
136	98	20
223	237	39
228	62	58
177	3	41
51	202	145
120	23	84
130	249	12
243	24	225
77	216	66
220	7	109
120	224	153
22	54	17
1	129	242
50	71	40
74	37	23
227	234	231
32	74	70
82	118	177
252	180	232
77	197	250
65	209	234
154	80	131
127	32	19
62	31	92
121	100	88
190	238	22
244	86	139
66	233	79
142	103	4
138	219	202
124	243	102
31	16	22
166	58	165
251	221	141
111	76	113
115	249	206
120	103	0
59	138	94
149	108	6
54	246	76
48	71	94
13	14	154
46	71	100
41	75	142
5	230	177
244	119	2
10	183	16
213	184	12
194	181	208
139	87	118
75	77	38
24	69	39
48	150	51
208	61	22
174	234	161
52	14	8
104	38	233
230	9	201
145	234	15
113	207	206
234	125	86
72	196	92
15	234	32
130	193	76
49	101	159
196	2	55
233	151	228
118	76	151
65	210	112
138	120	45
7	169	120
166	204	153
161	177	1
38	187	74
122	211	36
18	171	35
180	53	245
234	189	82
48	212	246
155	144	96
117	150	252
49	177	150
119	186	241
32	102	115
230	229	128
209	189	242
147	80	199
214	144	154
160	116	39
191	221	34
177	13	105
76	88	178
36	199	46
251	215	73
115	27	59
55	72	7
137	54	249
17	81	87
90	238	6
196	208	17
116	48	126
6	93	249
51	135	96
76	18	132
238	216	102
54	0	28
158	218	80
33	86	22
51	228	16
120	94	95
160	218	152
15	55	134
254	191	174
38	93	217
2	133	24
55	231	18
96	200	241
226	180	15
37	176	36
76	166	236
127	237	220
143	94	130
154	178	225
198	189	116
31	15	92
188	134	110
172	213	221
95	217	176
22	180	88
194	239	223
158	65	80
47	225	66
36	0	14
10	244	41
63	94	155
250	237	47
19	102	87
98	9	195
226	217	167
153	11	244
253	155	164
4	184	201
161	42	232
34	8	14
71	15	71
167	222	224
53	29	191
74	152	118
115	181	152
72	207	217
112	42	26
144	99	251
205	91	99
103	220	99
183	48	1
9	179	252
113	71	212
72	140	60
146	19	229
41	203	191
199	37	6
49	116	136
163	0	60
198	202	6
64	21	242
251	160	181
253	75	0
56	78	100
130	67	119
31	214	218
28	171	117
1	5	182
233	239	159
20	250	194
17	63	110
148	87	128
123	157	76
78	58	200
252	219	0
123	106	72
32	38	196
45	138	65
20	124	139
250	162	194
52	172	141
252	57	195
187	0	118
85	192	105
254	231	78
194	70	133
164	40	239
33	159	98
224	207	55
201	92	14
217	186	115
146	114	160
123	193	213
215	8	214
12	181	188
90	58	23
71	50	211
165	4	240
118	239	23
162	0	32
95	101	117
169	21	135
208	4	240
223	33	171
112	40	65
88	24	12
253	61	179
120	187	155
25	97	132
212	113	5
4	43	214
250	254	86
240	47	215
184	73	216
13	210	60
